pic	age_group	mean_val_us	mean_aro_us	mean_val_ch	mean_aro_ch
army_bw.png	58+	4.68965517241379	6.30769230769231	6.33333333333333	5.66666666666667
attack_bw.png	18-27	1.7	7.06666666666667	1.95833333333333	6
attack_bw.png	28-37	1.75	7	2.16326530612245	4.46666666666667
attack_bw.png	38-47	1.65217391304348	7.53333333333333	2.42105263157895	5.14285714285714
attack_bw.png	48-57	1.56521739130435	7.63157894736842	1.71428571428571	3.8
attack_bw.png	58+	1.37931034482759	6.92	3	7
attack2_bw.png	18-27	1.8	6.83333333333333	3.45	4.79166666666667
attack2_bw.png	28-37	1.70588235294118	6.94117647058824	3.01960784313725	4.55932203389831
attack2_bw.png	38-47	1.42857142857143	6.66666666666667	3.3	4.76190476190476
attack2_bw.png	48-57	2.06666666666667	7.08333333333333	2.83333333333333	4.71428571428571
attack2_bw.png	58+	1.32142857142857	6.48148148148148	5	4
axe_bw.png	18-27	3.5	5.52941176470588	3.43478260869565	5.71428571428571
axe_bw.png	28-37	3.4	5.14285714285714	4.12727272727273	4.47692307692308
axe_bw.png	38-47	3.66666666666667	5.1875	3.53333333333333	4.45833333333333
axe_bw.png	48-57	3.35714285714286	5.66666666666667	3.66666666666667	6.5
axe_bw.png	58+	2.84848484848485	5.71428571428571	3	5.66666666666667
axe2_bw.png	18-27	2.71428571428571	5.57142857142857	3.125	5.32
axe2_bw.png	28-37	4.10526315789474	6.1304347826087	3.64444444444444	5.11111111111111
axe2_bw.png	38-47	3.4375	5.375	3.72413793103448	4.12
axe2_bw.png	48-57	3.57142857142857	5.5	3.86666666666667	4.6875
axe2_bw.png	58+	4.03448275862069	5.92307692307692	3.66666666666667	5
axe3_bw.png	18-27	3.3	7.13333333333333	3.29166666666667	5.40625
axe3_bw.png	28-37	2.375	6.47826086956522	3.10204081632653	4.88888888888889
axe3_bw.png	38-47	2.52173913043478	5.93333333333333	3.36842105263158	4.95238095238095
axe3_bw.png	48-57	2.69565217391304	6.57894736842105	3.16666666666667	4.2
axe3_bw.png	58+	2.3448275862069	5.92	5	7
badminton_bw.png	18-27	6.2	5.88888888888889	6.85	6.34782608695652
badminton_bw.png	28-37	7.11764705882353	5.52941176470588	7.05660377358491	6.28813559322034
badminton_bw.png	38-47	6.71428571428571	5.54166666666667	7.15	5.80952380952381
badminton_bw.png	48-57	7	5.08333333333333	6.5	6.28571428571429
badminton_bw.png	58+	7.03571428571429	5.74074074074074	5	5
balance_bw.png	18-27	6.13636363636364	5.88235294117647	5.54166666666667	6.52380952380952
balance_bw.png	28-37	6.6	6.64285714285714	5.92592592592593	6.375
balance_bw.png	38-47	6.06666666666667	6.5	6.13333333333333	5.5
balance_bw.png	48-57	6.07142857142857	6.23809523809524	6.33333333333333	6.16666666666667
balance_bw.png	58+	6.42424242424242	6.75	8	6.66666666666667
ballerina_bw.png	18-27	7.07142857142857	4.47619047619048	7.5	5.32
ballerina_bw.png	28-37	6.68421052631579	4.69565217391304	7.25531914893617	6.15217391304348
ballerina_bw.png	38-47	7.9375	4.77777777777778	7.48387096774194	6.92
ballerina_bw.png	48-57	8.07142857142857	4.625	7.6875	6.375
ballerina_bw.png	58+	8.20689655172414	5.88461538461539	7	6
ballerina2_bw.png	18-27	7	4.26666666666667	6.91666666666667	5.09677419354839
ballerina2_bw.png	28-37	7.16666666666667	5.1304347826087	7.16326530612245	6.35555555555556
ballerina2_bw.png	38-47	7.56521739130435	5.53333333333333	7.31578947368421	5.9
ballerina2_bw.png	48-57	7.26086956521739	4.36842105263158	7.14285714285714	6.8
ballerina2_bw.png	58+	7.27586206896552	5.4	7	4
ballerina3_bw.png	18-27	6.65	3.88888888888889	6.95	5.5
ballerina3_bw.png	28-37	7.29411764705882	4.29411764705882	6.98076923076923	5.86206896551724
ballerina3_bw.png	38-47	7.21428571428571	4.125	6.65	5.76190476190476
ballerina3_bw.png	48-57	7	4.5	6.66666666666667	6
ballerina3_bw.png	58+	7.35714285714286	5.85185185185185	5	3
ballet_bw.png	18-27	6.95454545454545	5.94117647058824	7.45833333333333	6.61904761904762
ballet_bw.png	28-37	7.2	5.85714285714286	7.2962962962963	6.46153846153846
ballet_bw.png	38-47	7.46666666666667	5.625	6.93333333333333	6.66666666666667
ballet_bw.png	48-57	7.85714285714286	4.85714285714286	8	7.66666666666667
ballet_bw.png	58+	8.12121212121212	5.78571428571429	8	6.66666666666667
balloon_bw.png	18-27	6.14285714285714	3.66666666666667	5.25	5.08
balloon_bw.png	28-37	5.57894736842105	3.21739130434783	5.52173913043478	4.77272727272727
balloon_bw.png	38-47	7.13333333333333	3.77777777777778	5.87096774193548	5.25
balloon_bw.png	48-57	6.5	2.875	4.84615384615385	5.875
balloon_bw.png	58+	7.10344827586207	3.69230769230769	5	6.5
balloon2_bw.png	18-27	6.4	3.33333333333333	5.95833333333333	4.59375
balloon2_bw.png	28-37	6.66666666666667	3.91304347826087	5.36734693877551	5.38636363636364
balloon2_bw.png	38-47	7	3.93333333333333	5.84210526315789	5.38095238095238
balloon2_bw.png	48-57	6.43478260869565	3.73684210526316	5.85714285714286	5.77777777777778
balloon2_bw.png	58+	6.75862068965517	4.44	7	4
barrier_bw.png	18-27	4.65	3.66666666666667	5.5	4.79166666666667
barrier_bw.png	28-37	4.70588235294118	3.94117647058824	5.35294117647059	4.8448275862069
barrier_bw.png	38-47	4.5	3.95833333333333	5.52631578947368	4.63157894736842
barrier_bw.png	48-57	4.46666666666667	2.91666666666667	5	4.85714285714286
barrier_bw.png	58+	4.67857142857143	3.37037037037037	5	5
basketball_bw.png	18-27	6.63636363636364	5.94117647058824	6.95833333333333	6.85714285714286
basketball_bw.png	28-37	7.3	6.14285714285714	7.32727272727273	6.53846153846154
basketball_bw.png	38-47	7	5.6875	7.06666666666667	6.29166666666667
basketball_bw.png	48-57	7.15384615384615	5.61904761904762	7.5	6
basketball_bw.png	58+	7.09090909090909	4.89285714285714	9	8
basketball2_bw.png	18-27	6.28571428571429	4.71428571428571	6.3125	5.96
basketball2_bw.png	28-37	5.89473684210526	4.69565217391304	6.97826086956522	6
basketball2_bw.png	38-47	7.1875	5.44444444444444	6.93548387096774	6.08
basketball2_bw.png	48-57	7.07142857142857	4.8125	6.625	6.125
basketball2_bw.png	58+	7.51724137931035	4.88461538461539	4.33333333333333	5.66666666666667
basketball3_bw.png	18-27	7.2	5.26666666666667	7.16666666666667	5.0625
basketball3_bw.png	28-37	7.125	5.56521739130435	6.73469387755102	6.2
basketball3_bw.png	38-47	7.27272727272727	4.73333333333333	6.63157894736842	5.95238095238095
basketball3_bw.png	48-57	7	4.77777777777778	7	6.1
basketball3_bw.png	58+	6.86206896551724	5.4	7	5
basketball4_bw.png	18-27	6.31578947368421	6.05555555555556	6.8	5.83333333333333
basketball4_bw.png	28-37	6.94117647058824	5.35294117647059	6.86274509803922	6.44067796610169
basketball4_bw.png	38-47	6.92857142857143	6.125	6.95	5.71428571428571
basketball4_bw.png	48-57	6.86666666666667	4.75	6.83333333333333	6
basketball4_bw.png	58+	6.42857142857143	5.81481481481481	7	4
bathtub_bw.png	18-27	6.72727272727273	4.17647058823529	6.91304347826087	5.71428571428571
bathtub_bw.png	28-37	7.5	3.57142857142857	6.69090909090909	5.84615384615385
bathtub_bw.png	38-47	7.06666666666667	4.25	6.2	6.45833333333333
bathtub_bw.png	48-57	7	4.19047619047619	6.16666666666667	5.2
bathtub_bw.png	58+	8	4.81481481481481	4	6.66666666666667
bathtub2_bw.png	18-27	6.07142857142857	2.95238095238095	5.6875	4.64
bathtub2_bw.png	28-37	5.89473684210526	3.08695652173913	6.34042553191489	5.10869565217391
bathtub2_bw.png	38-47	6.625	3.33333333333333	6.16666666666667	5.68
bathtub2_bw.png	48-57	7.28571428571429	2.6875	5.4	5.25
bathtub2_bw.png	58+	6.79310344827586	3.73076923076923	5.33333333333333	4.66666666666667
bazooka_bw.png	18-27	2.4	7.33333333333333	4.04166666666667	5.625
bazooka_bw.png	28-37	2.21739130434783	6.21739130434783	3.79591836734694	5.06666666666667
bazooka_bw.png	38-47	2.5	6.6	3.63157894736842	5.04761904761905
bazooka_bw.png	48-57	2.26086956521739	7.31578947368421	2.85714285714286	3.4
bazooka_bw.png	58+	2.44827586206897	6.28	5	6
beach_bw.png	18-27	6.6	2.94444444444444	6.05	4.91666666666667
beach_bw.png	28-37	6.70588235294118	2.82352941176471	6.19230769230769	5.69491525423729
beach_bw.png	38-47	7.07142857142857	3.95833333333333	6.1	4.52380952380952
beach_bw.png	48-57	6.8	3.41666666666667	5.83333333333333	5.6
beach_bw.png	58+	7.35714285714286	4.25925925925926	5	7
bear_bw.png	18-27	3.68181818181818	6.70588235294118	4.30434782608696	5.71428571428571
bear_bw.png	28-37	3.6	6.07142857142857	4.25925925925926	4.78461538461538
bear_bw.png	38-47	3.46666666666667	7	4.26666666666667	4.20833333333333
bear_bw.png	48-57	3.64285714285714	6.71428571428571	4	4
bear_bw.png	58+	3.66666666666667	6.5	2	6.33333333333333
bear2_bw.png	18-27	4.92857142857143	5.52380952380952	4.9375	5.28
bear2_bw.png	28-37	5.57894736842105	5.34782608695652	4.74468085106383	5.24444444444444
bear2_bw.png	38-47	5.25	4.66666666666667	5.03333333333333	4.70833333333333
bear2_bw.png	48-57	5.64285714285714	5.375	5.3125	4.6875
bear2_bw.png	58+	5.10344827586207	5.65384615384615	5	4
bee_bw.png	18-27	4.2	4.13333333333333	4.25	5.03125
bee_bw.png	28-37	4.39130434782609	4.30434782608696	4.53061224489796	4.40909090909091
bee_bw.png	38-47	4.30434782608696	4.06666666666667	4.36842105263158	4.25
bee_bw.png	48-57	5.26086956521739	4.89473684210526	5.57142857142857	3.44444444444444
bee_bw.png	58+	4.6551724137931	5.2	5	3
beetle_bw.png	18-27	2.55	5.27777777777778	3.45	5.17391304347826
beetle_bw.png	28-37	3.88235294117647	5.17647058823529	3.92452830188679	4.2280701754386
beetle_bw.png	38-47	3.28571428571429	4.91666666666667	3.85	4.65
beetle_bw.png	48-57	3.06666666666667	3.33333333333333	3.16666666666667	4
beetle_bw.png	58+	3.17857142857143	4.44444444444444	5	4
beetle2_bw.png	18-27	3.59090909090909	3.23529411764706	3.82608695652174	4.38095238095238
beetle2_bw.png	28-37	4.2	3.78571428571429	4.16666666666667	4.10769230769231
beetle2_bw.png	38-47	4	4.875	3.93333333333333	4.20833333333333
beetle2_bw.png	48-57	3.46153846153846	4.47619047619048	3.33333333333333	3.66666666666667
beetle2_bw.png	58+	3.72727272727273	4.64285714285714	3	4
beggar_bw.png	18-27	3.42857142857143	4.09523809523809	3.125	4.24
beggar_bw.png	28-37	3.57894736842105	4.21739130434783	3.56521739130435	4.35555555555556
beggar_bw.png	38-47	3.46666666666667	2.875	3.2258064516129	3.96
beggar_bw.png	48-57	3.21428571428571	3.8125	4.0625	3.86666666666667
beggar_bw.png	58+	2.89655172413793	4.65384615384615	3	5
beggar2_bw.png	18-27	3.6	4	3.69565217391304	4.78125
beggar2_bw.png	28-37	3.5	4.43478260869565	4	4.22222222222222
beggar2_bw.png	38-47	3.08695652173913	5	3.33333333333333	3.71428571428571
beggar2_bw.png	48-57	2.91304347826087	5.42105263157895	4.5	3
beggar2_bw.png	58+	2.93103448275862	4.92	3	5
begging2_bw.png	18-27	4.15	5.61111111111111	3.8	5.04166666666667
begging2_bw.png	28-37	4.88235294117647	4.94117647058824	4.49056603773585	4.82456140350877
begging2_bw.png	38-47	3.85714285714286	5.75	4.68421052631579	4.76190476190476
begging2_bw.png	48-57	4.93333333333333	5.75	4.83333333333333	4.33333333333333
begging2_bw.png	58+	4.75	5.66666666666667	7	NA
bench_bw.png	18-27	5.27272727272727	2.47058823529412	5.21739130434783	3.42857142857143
bench_bw.png	28-37	6.1	2.28571428571429	5.57407407407407	4.58461538461538
bench_bw.png	38-47	5.66666666666667	3	5.2	5
bench_bw.png	48-57	5.42857142857143	3	4.83333333333333	3.33333333333333
bench_bw.png	58+	6.06060606060606	2.46428571428571	7	5.33333333333333
bend_bw.png	18-27	6.57142857142857	5.28571428571429	6.375	5.96
bend_bw.png	28-37	6.21052631578947	5.95652173913043	6.45652173913043	5.78260869565217
bend_bw.png	38-47	7	5.77777777777778	6.83870967741935	5.88
bend_bw.png	48-57	7.78571428571429	5.5625	6.1875	6.3125
bend_bw.png	58+	7.62068965517241	6.03846153846154	6.33333333333333	5.66666666666667
bicycle_bw.png	18-27	6.1	3.26666666666667	5.91666666666667	4.0625
bicycle_bw.png	28-37	6.375	3.26086956521739	5.625	5.06666666666667
bicycle_bw.png	38-47	6.73913043478261	4.2	5.36842105263158	4.35
bicycle_bw.png	48-57	6.78260869565217	4.05263157894737	6.57142857142857	4.22222222222222
bicycle_bw.png	58+	6.72413793103448	4.16	5	3
bicycle_old_bw.png	18-27	5.05	3.61111111111111	5.35	5.56521739130435
bicycle_old_bw.png	28-37	5.70588235294118	3.52941176470588	5.36538461538461	5.43103448275862
bicycle_old_bw.png	38-47	5.28571428571429	4.04166666666667	5.55555555555556	5
bicycle_old_bw.png	48-57	6.2	3.66666666666667	5.83333333333333	4.42857142857143
bicycle_old_bw.png	58+	6.53571428571429	3.88888888888889	5	8
bird_bw.png	18-27	6.90909090909091	3.23529411764706	5.45833333333333	3.85714285714286
bird_bw.png	28-37	6.11111111111111	2.92857142857143	5.98181818181818	5.15384615384615
bird_bw.png	38-47	6.6	3.8125	5.66666666666667	5.54166666666667
bird_bw.png	48-57	6.71428571428571	3.71428571428571	5.16666666666667	6.66666666666667
bird_bw.png	58+	7.54545454545455	4.42857142857143	6	6.66666666666667
bird2_bw.png	18-27	6.71428571428571	3.61904761904762	6.0625	5.45833333333333
bird2_bw.png	28-37	6.78947368421053	3.8695652173913	6.46808510638298	5.76086956521739
bird2_bw.png	38-47	7.9375	2.88888888888889	6.7741935483871	6.04
bird2_bw.png	48-57	7.42857142857143	3.1875	5.86666666666667	6.46666666666667
bird2_bw.png	58+	7.89655172413793	4.61538461538461	7	5.33333333333333
bird3_bw.png	18-27	6.3	4.33333333333333	5.875	5
bird3_bw.png	28-37	5.95833333333333	4.73913043478261	5.53061224489796	5.66666666666667
bird3_bw.png	38-47	6.73913043478261	4.6	5.63157894736842	5.95238095238095
bird3_bw.png	48-57	6.69565217391304	4.26315789473684	5.85714285714286	6.5
bird3_bw.png	58+	7.75862068965517	5.12	5	6
bodybuilder_bw.png	18-27	6.25	5.05555555555556	6.6	5.75
bodybuilder_bw.png	28-37	6.11764705882353	5.23529411764706	6.82692307692308	6.10169491525424
bodybuilder_bw.png	38-47	6.35714285714286	5.08333333333333	6.47368421052632	5.75
