id	gender	age	outcome	multiple_single	study	acc_rate_irrelevant	acc_rate_probe	acc_rate_target	overall_acc_irrelevant	overall_acc_probe	overall_acc_target	rt_mean_irrelevant	rt_mean_probe	rt_mean_target	overall_acc_allmain	dataset	rt_mean_diff	acc_rate_diff	acc_rate_itarget	acc_rate_nontarget	overall_acc_itarget	overall_acc_nontarget	rt_mean_itarget	rt_mean_nontarget	rt_mean_ti_diff	acc_rate_ti_diff
id323	1	29	0	1	Kleinberg & Verschuere (2015) Exp1	0.974842767295597	0.974358974358974	0.725	0.96875	0.95	0.725	486.929915595145	496.54277145596	605.310805698931	0.965	2	9.61285586081499	-0.000483792936623151	NA	NA	NA	NA	NA	NA	118.380890103786	-0.249842767295598
id324	1	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.981132075471698	1	0.75	0.975	1	0.75	434.763963877232	438.784077305912	564.624516989356	0.98	2	4.02011342868047	0.0188679245283019	NA	NA	NA	NA	NA	NA	129.860553112124	-0.231132075471698
id325	2	50	0	1	Kleinberg & Verschuere (2015) Exp1	0.925	0.925	0.525	0.925	0.925	0.525	509.772893711481	514.212327932352	597.745835656136	0.925	2	4.43943422087011	0	NA	NA	NA	NA	NA	NA	87.9729419446551	-0.4
id327	1	32	0	1	Kleinberg & Verschuere (2015) Exp1	0.9875	0.875	0.75	0.9875	0.875	0.75	505.518987341722	496.485714285673	640.066666666645	0.965	2	-9.03327305604824	-0.1125	NA	NA	NA	NA	NA	NA	134.547679324923	-0.2375
id328	2	32	0	1	Kleinberg & Verschuere (2015) Exp1	0.975	0.95	0.9	0.975	0.95	0.9	521.914242538399	547.477886939657	613.0504146788	0.97	2	25.5636444012587	-0.025	NA	NA	NA	NA	NA	NA	91.136172140401	-0.075
id329	1	28	1	1	Kleinberg & Verschuere (2015) Exp1	0.95625	0.9	0.675	0.95625	0.9	0.675	499.633986928138	538.916666666789	634.814814814929	0.945	2	39.2826797386508	-0.05625	NA	NA	NA	NA	NA	NA	135.180827886791	-0.28125
id330	1	28	1	1	Kleinberg & Verschuere (2015) Exp1	0.95625	0.95	0.725	0.95625	0.95	0.725	489.261913101541	497.334071155152	578.969358514472	0.955	2	8.07215805361096	-0.00625000000000009	NA	NA	NA	NA	NA	NA	89.7074454129311	-0.23125
id331	2	56	1	1	Kleinberg & Verschuere (2015) Exp1	0.9375	0.95	0.725	0.9375	0.95	0.725	515.373333333329	517.447368421059	601.89655172414	0.94	2	2.07403508773029	0.0125	NA	NA	NA	NA	NA	NA	86.5232183908116	-0.2125
id333	2	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.987421383647799	0.975	0.75	0.98125	0.975	0.75	438.802547766204	464.74358975553	543.633333306449	0.98	2	25.9410419893256	-0.0124213836477988	NA	NA	NA	NA	NA	NA	104.830785540245	-0.237421383647799
id334	2	44	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.975	0.775	0.9625	0.975	0.775	538.09740259742	534.179487179487	640.516129032237	0.965	2	-3.91791541793236	0.0125	NA	NA	NA	NA	NA	NA	102.418726434818	-0.1875
id335	2	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.9375	0.975	0.775	0.9375	0.975	0.775	498.553333333328	516.948717948718	639.548387096762	0.945	2	18.3953846153905	0.0375	NA	NA	NA	NA	NA	NA	140.995053763434	-0.1625
id336	1	46	0	1	Kleinberg & Verschuere (2015) Exp1	0.861635220125786	0.825	0.725	0.85625	0.825	0.725	635.474452553984	635.999999999926	687.31034482761	0.85	2	0.525547445941925	-0.0366352201257862	NA	NA	NA	NA	NA	NA	51.8358922736263	-0.136635220125786
id337	1	28	0	1	Kleinberg & Verschuere (2015) Exp1	0.99375	1	0.675	0.99375	1	0.675	431.503144654088	434.05	550.296296296296	0.995	2	2.54685534591169	0.00624999999999998	NA	NA	NA	NA	NA	NA	118.793151642208	-0.31875
id338	2	38	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.875	0.564102564102564	0.9625	0.875	0.55	501.740259740242	476.657142857124	611.409090909083	0.945	2	-25.0831168831176	-0.0875	NA	NA	NA	NA	NA	NA	109.668831168841	-0.398397435897436
id339	1	26	1	1	Kleinberg & Verschuere (2015) Exp1	0.9875	0.95	0.58974358974359	0.9875	0.95	0.575	474.449367090747	483.631578941927	572.391304349446	0.98	2	9.18221185118017	-0.0375000000000001	NA	NA	NA	NA	NA	NA	97.9419372586985	-0.39775641025641
id340	2	41	1	1	Kleinberg & Verschuere (2015) Exp1	0.981132075471698	0.975	0.85	0.975	0.975	0.85	517.748839744085	591.577692311078	634.522294115467	0.975	2	73.8288525669934	-0.00613207547169814	NA	NA	NA	NA	NA	NA	116.773454371382	-0.131132075471698
id342	2	38	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.975	0.7	0.9625	0.975	0.7	499.454545454546	524.615384615397	642.142857142864	0.965	2	25.1608391608506	0.0125	NA	NA	NA	NA	NA	NA	142.688311688318	-0.2625
id343	2	39	0	1	Kleinberg & Verschuere (2015) Exp1	0.975	1	0.8	0.975	0.975	0.8	474.078576257937	473.388534577761	589.731012801529	0.975	2	-0.690041680176591	0.025	NA	NA	NA	NA	NA	NA	115.652436543591	-0.175
id344	2	25	0	1	Kleinberg & Verschuere (2015) Exp1	0.99375	1	0.65	0.99375	1	0.65	478.829609353159	496.907354318806	593.50670796425	0.995	2	18.0777449656473	0.00624999999999998	NA	NA	NA	NA	NA	NA	114.677098611091	-0.34375
id345	2	33	0	1	Kleinberg & Verschuere (2015) Exp1	0.917197452229299	0.947368421052632	0.625	0.9	0.9	0.625	484.491309713538	495.326772885379	568.774849096114	0.9	2	10.8354631718411	0.0301709688233321	NA	NA	NA	NA	NA	NA	84.2835393825764	-0.292197452229299
id346	2	52	0	1	Kleinberg & Verschuere (2015) Exp1	0.911949685534591	0.95	0.525	0.90625	0.95	0.525	531.43448275862	571.605263157833	634.238095238073	0.915	2	40.1707803992125	0.0380503144654087	NA	NA	NA	NA	NA	NA	102.803612479452	-0.386949685534591
id347	1	46	0	1	Kleinberg & Verschuere (2015) Exp1	0.975	1	0.85	0.975	1	0.85	528.98076923078	537.825000000068	581.5000000001	0.98	2	8.84423076928783	0.025	NA	NA	NA	NA	NA	NA	52.5192307693205	-0.125
id348	1	36	0	1	Kleinberg & Verschuere (2015) Exp1	0.98125	0.95	0.65	0.98125	0.95	0.65	415.643312101907	410.473684210519	504.730769230777	0.975	2	-5.16962789138859	-0.03125	NA	NA	NA	NA	NA	NA	89.08745712887	-0.33125
id349	2	28	1	1	Kleinberg & Verschuere (2015) Exp1	0.92156862745098	0.864864864864865	0.526315789473684	0.88125	0.8	0.5	482.276595744682	514.562499999897	624.199999998928	0.865	2	32.2859042552148	-0.0567037625861154	NA	NA	NA	NA	NA	NA	141.923404254245	-0.395252837977296
id350	2	26	0	1	Kleinberg & Verschuere (2015) Exp1	0.955974842767296	0.975	0.85	0.95	0.975	0.85	483.671052631633	484.358974359122	568.764705882395	0.955	2	0.687921727488799	0.0190251572327044	NA	NA	NA	NA	NA	NA	85.0936532507621	-0.105974842767296
id352	2	40	1	1	Kleinberg & Verschuere (2015) Exp1	0.9875	0.925	0.8	0.9875	0.925	0.8	556.449367088593	581.648648648616	651.718749999993	0.975	2	25.1992815600224	-0.0625	NA	NA	NA	NA	NA	NA	95.2693829113999	-0.1875
id354	1	35	1	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.95	0.875	0.9625	0.95	0.875	556.272727272238	632.868421053756	663.400000001171	0.96	2	76.5956937815178	-0.0125000000000001	NA	NA	NA	NA	NA	NA	107.127272728933	-0.0875
id355	1	46	1	1	Kleinberg & Verschuere (2015) Exp1	0.981132075471698	0.9	0.825	0.975	0.9	0.825	476.679487179489	509.638888888867	583.393939393965	0.96	2	32.959401709378	-0.0811320754716981	NA	NA	NA	NA	NA	NA	106.714452214476	-0.156132075471698
id356	1	22	0	1	Kleinberg & Verschuere (2015) Exp1	0.9875	1	0.725	0.9875	0.975	0.725	490.360759493664	481.102564102725	579.655172413587	0.985	2	-9.25819539093891	0.0125	NA	NA	NA	NA	NA	NA	89.2944129199231	-0.2625
id357	1	35	1	1	Kleinberg & Verschuere (2015) Exp1	0.968553459119497	0.95	0.58974358974359	0.9625	0.95	0.575	502.805194797073	503.263157881233	606.869565226826	0.96	2	0.457963084159871	-0.0185534591194969	NA	NA	NA	NA	NA	NA	104.064370429753	-0.378809869375907
id358	1	23	0	1	Kleinberg & Verschuere (2015) Exp1	0.98125	0.975	0.775	0.98125	0.975	0.775	447.439490445861	468.43589743588	528.032258064506	0.98	2	20.9964069900189	-0.00624999999999998	NA	NA	NA	NA	NA	NA	80.592767618645	-0.20625
id361	1	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	1	0.7	0.9625	1	0.7	455.11038961039	418.15	529.714285714286	0.97	2	-36.9603896103897	0.0375	NA	NA	NA	NA	NA	NA	74.603896103896	-0.2625
id362	2	31	1	1	Kleinberg & Verschuere (2015) Exp1	0.955696202531646	0.925	0.85	0.94375	0.925	0.85	485.761589404035	528.810810810869	568.882352941206	0.94	2	43.0492214068336	-0.0306962025316455	NA	NA	NA	NA	NA	NA	83.120763537171	-0.105696202531646
id363	1	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.943396226415094	0.9	0.85	0.9375	0.9	0.85	593.993333333347	591.027777777775	653.76470588236	0.93	2	-2.96555555557211	-0.0433962264150943	NA	NA	NA	NA	NA	NA	59.7713725490134	-0.0933962264150944
id364	2	26	0	1	Kleinberg & Verschuere (2015) Exp1	0.908496732026144	0.921052631578947	0.513513513513513	0.86875	0.875	0.475	446.610700722976	437.565987536724	639.122555343881	0.87	2	-9.04471318625178	0.0125558995528036	NA	NA	NA	NA	NA	NA	192.511854620904	-0.39498321851263
id365	1	32	0	1	Kleinberg & Verschuere (2015) Exp1	0.94375	0.975	0.825	0.94375	0.975	0.825	520.565740346481	493.518109651325	595.658793104845	0.95	2	-27.047630695156	0.03125	NA	NA	NA	NA	NA	NA	75.0930527583647	-0.11875
id366	1	42	1	1	Kleinberg & Verschuere (2015) Exp1	0.936305732484076	0.875	0.540540540540541	0.91875	0.875	0.5	495.903765393173	512.988373488451	648.764582010862	0.91	2	17.0846080952784	-0.0613057324840764	NA	NA	NA	NA	NA	NA	152.860816617689	-0.395765191943536
id367	1	35	1	1	Kleinberg & Verschuere (2015) Exp1	0.949367088607595	0.923076923076923	0.7	0.9375	0.9	0.7	489.8	525.666666666667	530.678571428571	0.93	2	35.866666666667	-0.0262901655306718	NA	NA	NA	NA	NA	NA	40.8785714285717	-0.249367088607595
id368	2	26	1	1	Kleinberg & Verschuere (2015) Exp1	0.99375	0.925	0.75	0.99375	0.925	0.75	438.418744858473	473.409336600464	561.7131195988	0.98	2	34.9905917419912	-0.06875	NA	NA	NA	NA	NA	NA	123.294374740328	-0.24375
id369	2	25	1	1	Kleinberg & Verschuere (2015) Exp1	0.974193548387097	0.947368421052632	0.58974358974359	0.94375	0.9	0.575	420.370860925	450.250000000879	556.521739124867	0.935	2	29.8791390758797	-0.0268251273344653	NA	NA	NA	NA	NA	NA	136.150878199867	-0.384449958643507
id370	1	39	0	1	Kleinberg & Verschuere (2015) Exp1	0.95625	0.95	0.775	0.95625	0.95	0.775	529	520.842105263159	664.806451612903	0.955	2	-8.15789473684151	-0.00625000000000009	NA	NA	NA	NA	NA	NA	135.806451612903	-0.18125
id371	1	31	0	1	Kleinberg & Verschuere (2015) Exp1	0.9875	1	0.875	0.9875	1	0.875	496.825688772136	483.585601850871	607.536835540739	0.99	2	-13.240086921265	0.0125	NA	NA	NA	NA	NA	NA	110.711146768603	-0.1125
id373	2	24	0	1	Kleinberg & Verschuere (2015) Exp1	0.981012658227848	0.974358974358974	0.625	0.96875	0.95	0.625	454.374193548395	437.947368421054	531.999999999977	0.965	2	-16.4268251273412	-0.00665368386887377	NA	NA	NA	NA	NA	NA	77.6258064515816	-0.356012658227848
id374	1	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.9875	0.975	0.875	0.9875	0.975	0.875	508.51435443038	455.393076923076	574.913400000002	0.985	2	-53.1212775073038	-0.0125000000000001	NA	NA	NA	NA	NA	NA	66.399045569622	-0.1125
id375	1	21	1	1	Kleinberg & Verschuere (2015) Exp1	0.949367088607595	1	0.58974358974359	0.9375	1	0.575	451.813333333703	456.500000003143	596.652173907901	0.95	2	4.68666666944034	0.0506329113924051	NA	NA	NA	NA	NA	NA	144.838840574198	-0.359623498864005
id377	2	34	0	1	Kleinberg & Verschuere (2015) Exp1	0.99375	1	0.825	0.99375	0.975	0.825	443.474372084248	463.984747799726	519.428666137188	0.99	2	20.5103757154779	0.00624999999999998	NA	NA	NA	NA	NA	NA	75.9542940529398	-0.16875
id378	1	35	0	1	Kleinberg & Verschuere (2015) Exp1	0.96875	0.95	0.65	0.96875	0.95	0.65	453.412666836215	436.9484405928	598.220222954793	0.965	2	-16.4642262434154	-0.01875	NA	NA	NA	NA	NA	NA	144.807556118578	-0.31875
id379	1	26	1	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.875	0.55	0.9625	0.875	0.55	432.058441558433	504.571428571428	628.454545454547	0.945	2	72.512987012995	-0.0875	NA	NA	NA	NA	NA	NA	196.396103896114	-0.4125
id380	2	31	1	1	Kleinberg & Verschuere (2015) Exp1	0.930817610062893	0.95	0.666666666666667	0.925	0.95	0.65	456.225529064636	501.649554782624	581.694795253277	0.93	2	45.4240257179881	0.0191823899371069	NA	NA	NA	NA	NA	NA	125.469266188641	-0.264150943396226
id382	1	31	0	1	Kleinberg & Verschuere (2015) Exp1	0.98125	0.975	0.775	0.98125	0.975	0.775	487.632168702442	484.675937878896	587.581276452934	0.98	2	-2.95623082354621	-0.00624999999999998	NA	NA	NA	NA	NA	NA	99.9491077504913	-0.20625
id384	2	27	1	1	Kleinberg & Verschuere (2015) Exp1	0.974358974358974	0.875	0.575	0.95	0.875	0.575	445.697368419803	441.60000000016	635.695652168183	0.935	2	-4.09736841964309	-0.0993589743589743	NA	NA	NA	NA	NA	NA	189.998283748381	-0.399358974358974
id385	1	30	0	1	Kleinberg & Verschuere (2015) Exp1	0.9375	0.923076923076923	0.8	0.9375	0.9	0.8	549.400388119704	533.908441851466	577.056044080019	0.93	2	-15.4919462682385	-0.0144230769230769	NA	NA	NA	NA	NA	NA	27.6556559603152	-0.1375
id387	1	20	0	1	Kleinberg & Verschuere (2015) Exp1	0.980769230769231	0.973684210526316	0.6	0.95625	0.925	0.6	412.692810457516	442.405405405405	547.25	0.95	2	29.7125949478891	-0.00708502024291491	NA	NA	NA	NA	NA	NA	134.557189542484	-0.380769230769231
id388	2	32	1	1	Kleinberg & Verschuere (2015) Exp1	0.9875	0.95	0.769230769230769	0.9875	0.95	0.75	525.358109430528	572.22251797361	614.126154945745	0.98	2	46.8644085430818	-0.0375000000000001	NA	NA	NA	NA	NA	NA	88.7680455152176	-0.218269230769231
id390	2	46	1	1	Kleinberg & Verschuere (2015) Exp1	0.9375	0.9	0.825	0.9375	0.9	0.825	541.913333333371	555.722222222057	640.909090909302	0.93	2	13.8088888886851	-0.0375	NA	NA	NA	NA	NA	NA	98.9957575759308	-0.1125
id391	2	40	1	1	Kleinberg & Verschuere (2015) Exp1	0.98125	0.975	0.725	0.98125	0.975	0.725	492.808917197519	528.410256410259	629.241379310332	0.98	2	35.6013392127403	-0.00624999999999998	NA	NA	NA	NA	NA	NA	136.432462112813	-0.25625
id392	1	35	0	1	Kleinberg & Verschuere (2015) Exp1	0.9375	0.9	0.65	0.9375	0.9	0.65	492.666666666667	480.638888888889	582.923076923077	0.93	2	-12.0277777777778	-0.0375	NA	NA	NA	NA	NA	NA	90.2564102564102	-0.2875
id393	1	57	1	1	Kleinberg & Verschuere (2015) Exp1	0.91875	0.875	0.7	0.91875	0.875	0.7	572.78231292517	561.685714285714	708.642857142857	0.91	2	-11.0965986394558	-0.04375	NA	NA	NA	NA	NA	NA	135.860544217687	-0.21875
id394	2	26	0	1	Kleinberg & Verschuere (2015) Exp1	0.949044585987261	0.945945945945946	0.538461538461538	0.93125	0.875	0.525	436.476510067114	458.142857142857	616.571428571429	0.92	2	21.666347075743	-0.00309864004131521	NA	NA	NA	NA	NA	NA	180.094918504314	-0.410583047525723
id395	1	44	1	1	Kleinberg & Verschuere (2015) Exp1	0.9375	0.875	0.9	0.9375	0.875	0.9	582.985142304803	585.338743094824	637.168550644245	0.925	2	2.35360079002021	-0.0625	NA	NA	NA	NA	NA	NA	54.1834083394419	-0.0375
id396	1	28	0	1	Kleinberg & Verschuere (2015) Exp1	0.930379746835443	1	0.621621621621622	0.91875	0.975	0.575	449.380952380762	474.358974358974	562.086956521734	0.93	2	24.9780219782125	0.069620253164557	NA	NA	NA	NA	NA	NA	112.706004140972	-0.308758125213821
id397	1	24	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.923076923076923	0.7	0.9625	0.9	0.7	496.038961038863	524.638888888856	633.535714285894	0.95	2	28.5999278499929	-0.0394230769230769	NA	NA	NA	NA	NA	NA	137.496753247031	-0.2625
id399	1	43	1	1	Kleinberg & Verschuere (2015) Exp1	0.987341772151899	1	0.625	0.975	1	0.625	437.692307692265	446.900000000006	584.760000000134	0.98	2	9.20769230774096	0.0126582278481012	NA	NA	NA	NA	NA	NA	147.067692307869	-0.362341772151899
id402	1	22	0	1	Kleinberg & Verschuere (2015) Exp1	0.978571428571429	0.911764705882353	0.529411764705882	0.85625	0.775	0.45	404.540145985438	420.000000000102	569.888888888932	0.84	2	15.4598540146638	-0.0668067226890756	NA	NA	NA	NA	NA	NA	165.348742903495	-0.449159663865546
id403	1	26	0	1	Kleinberg & Verschuere (2015) Exp1	0.95625	1	0.55	0.95625	1	0.55	514.084967321205	516.400000019348	637.863636344925	0.965	2	2.31503269814334	0.04375	NA	NA	NA	NA	NA	NA	123.77866902372	-0.40625
id404	2	34	0	1	Kleinberg & Verschuere (2015) Exp1	0.961538461538462	1	0.55	0.9375	1	0.55	468.58676402839	417.314173297708	568.352304604792	0.95	2	-51.2725907306821	0.0384615384615384	NA	NA	NA	NA	NA	NA	99.7655405764012	-0.411538461538462
id405	2	21	1	1	Kleinberg & Verschuere (2015) Exp1	0.987421383647799	0.975	0.641025641025641	0.98125	0.975	0.625	428.070063694271	489.512820512596	558.599999999934	0.98	2	61.4427568183251	-0.0124213836477988	NA	NA	NA	NA	NA	NA	130.529936305663	-0.346395742622158
id406	2	23	1	1	Kleinberg & Verschuere (2015) Exp1	0.98125	0.925	0.7	0.98125	0.925	0.7	498.713375796173	532.810810810771	628.142857142832	0.97	2	34.0974350145983	-0.0562499999999999	NA	NA	NA	NA	NA	NA	129.429481346658	-0.28125
id407	2	70	1	1	Kleinberg & Verschuere (2015) Exp1	0.893081761006289	0.975	0.75	0.8875	0.975	0.75	506.316901408489	489.64102564106	638.633333333381	0.905	2	-16.675875767429	0.0819182389937106	NA	NA	NA	NA	NA	NA	132.316431924892	-0.143081761006289
id408	2	24	0	1	Kleinberg & Verschuere (2015) Exp1	0.930379746835443	0.95	0.75	0.91875	0.95	0.75	506.204081632653	505.657894736842	641.2	0.925	2	-0.54618689581099	0.019620253164557	NA	NA	NA	NA	NA	NA	134.995918367347	-0.180379746835443
id410	2	24	0	1	Kleinberg & Verschuere (2015) Exp1	0.910828025477707	0.9	0.717948717948718	0.89375	0.9	0.7	540.419580419584	587.777777777863	649.035714285688	0.895	2	47.3581973582785	-0.010828025477707	NA	NA	NA	NA	NA	NA	108.616133866104	-0.192879307528989
id413	2	67	1	1	Kleinberg & Verschuere (2015) Exp1	0.96875	0.925	0.575	0.96875	0.925	0.575	476.058064516186	557.081081081082	594.913043478377	0.96	2	81.0230165648957	-0.04375	NA	NA	NA	NA	NA	NA	118.854978962191	-0.39375
id414	2	34	0	1	Kleinberg & Verschuere (2015) Exp1	0.98125	1	0.95	0.98125	1	0.95	524.560509554146	561.149999999993	614.842105263165	0.985	2	36.5894904458468	0.01875	NA	NA	NA	NA	NA	NA	90.2815957090195	-0.03125
id415	1	21	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	1	0.95	0.9625	1	0.95	514.893244912216	507.502397950624	544.723133745347	0.97	2	-7.39084696159279	0.0375	NA	NA	NA	NA	NA	NA	29.8298888331311	-0.0125000000000001
id416	1	39	1	1	Kleinberg & Verschuere (2015) Exp1	0.89375	1	0.65	0.89375	1	0.65	513.482517482517	555.024999999999	640.076923076923	0.915	2	41.542482517482	0.10625	NA	NA	NA	NA	NA	NA	126.594405594406	-0.24375
id418	2	47	0	1	Kleinberg & Verschuere (2015) Exp1	0.9	0.875	0.512820512820513	0.9	0.875	0.5	542.333333333333	553.542857142857	688.95	0.895	2	11.2095238095242	-0.025	NA	NA	NA	NA	NA	NA	146.616666666667	-0.387179487179487
id421	1	25	1	1	Kleinberg & Verschuere (2015) Exp1	0.949685534591195	0.95	0.55	0.94375	0.95	0.55	494.576158940397	501.868421052632	629.818181818182	0.945	2	7.2922621122342	0.000314465408804976	NA	NA	NA	NA	NA	NA	135.242022877785	-0.399685534591195
id422	2	59	1	1	Kleinberg & Verschuere (2015) Exp1	0.981366459627329	1	0.868421052631579	0.975308641975309	1	0.868421052631579	496.379746838113	538.32500000135	641.757575759777	0.98019801980198	2	41.9452531632372	0.0186335403726708	NA	NA	NA	NA	NA	NA	145.377828921664	-0.11294540699575
id423	2	25	1	1	Kleinberg & Verschuere (2015) Exp1	0.98125	1	0.7	0.98125	1	0.7	492.10523525677	524.463266007733	599.988330766575	0.985	2	32.3580307509636	0.01875	NA	NA	NA	NA	NA	NA	107.883095509805	-0.28125
id424	1	52	1	1	Kleinberg & Verschuere (2015) Exp1	0.962264150943396	0.897435897435897	0.794871794871795	0.95625	0.875	0.775	504.091503267974	550.257142857143	602.258064516129	0.94	2	46.165639589169	-0.0648282535074988	NA	NA	NA	NA	NA	NA	98.1665612481552	-0.167392356071601
id425	1	29	0	1	Kleinberg & Verschuere (2015) Exp1	1	0.975	0.95	1	0.975	0.95	468.4	463.666666666667	576.842105263159	0.995	2	-4.73333333333335	-0.025	NA	NA	NA	NA	NA	NA	108.442105263159	-0.05
id426	1	42	0	1	Kleinberg & Verschuere (2015) Exp1	0.9875	0.95	0.85	0.9875	0.95	0.85	481.648036316165	466.204721130765	561.658739187017	0.98	2	-15.4433151854004	-0.0375000000000001	NA	NA	NA	NA	NA	NA	80.0107028708513	-0.1375
id428	1	42	0	1	Kleinberg & Verschuere (2015) Exp1	0.88125	0.975	0.675	0.88125	0.975	0.675	544.014184397165	566.179487179445	672.148148147916	0.9	2	22.1653027822794	0.09375	NA	NA	NA	NA	NA	NA	128.133963750751	-0.20625
id429	1	28	1	1	Kleinberg & Verschuere (2015) Exp1	0.95	0.923076923076923	0.7	0.95	0.9	0.7	450.999469132766	522.323631758909	558.305504909542	0.94	2	71.3241626261432	-0.0269230769230768	NA	NA	NA	NA	NA	NA	107.306035776777	-0.25
id430	2	27	1	1	Kleinberg & Verschuere (2015) Exp1	0.95625	1	0.575	0.95625	1	0.575	478.758985124958	542.503387568649	599.701188773268	0.965	2	63.7444024436907	0.04375	NA	NA	NA	NA	NA	NA	120.94220364831	-0.38125
id431	2	33	0	1	Kleinberg & Verschuere (2015) Exp1	0.975	0.9	0.75	0.975	0.9	0.75	467.564102564109	462.500000000023	614.366666666696	0.96	2	-5.0641025640856	-0.075	NA	NA	NA	NA	NA	NA	146.802564102587	-0.225
id433	2	25	1	1	Kleinberg & Verschuere (2015) Exp1	0.949685534591195	0.875	0.575	0.94375	0.875	0.575	525.119205298072	539.371428571471	630.565217391216	0.93	2	14.2522232733994	-0.074685534591195	NA	NA	NA	NA	NA	NA	105.446012093145	-0.374685534591195
id435	1	22	0	1	Kleinberg & Verschuere (2015) Exp1	0.93125	0.95	0.625	0.93125	0.95	0.625	515.718120805031	549.684210526098	685.640000000422	0.935	2	33.9660897210673	0.0187499999999999	NA	NA	NA	NA	NA	NA	169.92187919539	-0.30625
id438	1	33	1	1	Kleinberg & Verschuere (2015) Exp1	0.98125	1	0.85	0.98125	1	0.85	521.16560509559	526.324999999997	603.176470588069	0.985	2	5.15939490440724	0.01875	NA	NA	NA	NA	NA	NA	82.0108654924793	-0.13125
id440	1	47	0	1	Kleinberg & Verschuere (2015) Exp1	0.893081761006289	0.923076923076923	0.575	0.8875	0.9	0.575	459.327723647859	437.443243033437	605.535747217953	0.89	2	-21.8844806144217	0.0299951620706338	NA	NA	NA	NA	NA	NA	146.208023570094	-0.318081761006289
id442	2	26	0	1	Kleinberg & Verschuere (2015) Exp1	0.95	0.95	0.825	0.95	0.95	0.825	523.815789473893	527.526315789337	632.454545454962	0.95	2	3.71052631544455	0	NA	NA	NA	NA	NA	NA	108.638755981069	-0.125
id444	2	29	1	1	Kleinberg & Verschuere (2015) Exp1	0.9875	1	0.675	0.9875	1	0.675	494.417721518725	538.099999997939	649.777777773259	0.99	2	43.6822784792144	0.0125	NA	NA	NA	NA	NA	NA	155.360056254534	-0.3125
id445	2	27	1	1	Kleinberg & Verschuere (2015) Exp1	0.975	1	0.8	0.975	1	0.8	425.786225270067	448.861338338494	523.462112451074	0.98	2	23.0751130684267	0.025	NA	NA	NA	NA	NA	NA	97.6758871810068	-0.175
id446	1	31	0	1	Kleinberg & Verschuere (2015) Exp1	0.96875	0.975	0.675	0.96875	0.975	0.675	465.851612903226	495.589743589744	575.777777777778	0.97	2	29.7381306865178	0.00624999999999998	NA	NA	NA	NA	NA	NA	109.926164874552	-0.29375
id447	1	43	1	1	Kleinberg & Verschuere (2015) Exp1	0.949685534591195	0.9	0.675	0.94375	0.9	0.675	475.602649006664	466.94444444458	607.81481481482	0.935	2	-8.65820456208382	-0.049685534591195	NA	NA	NA	NA	NA	NA	132.212165808156	-0.274685534591195
id448	1	33	1	1	Kleinberg & Verschuere (2015) Exp1	0.975	0.95	0.725	0.975	0.95	0.725	440.017525740607	467.522173438396	566.94375496685	0.97	2	27.5046476977889	-0.025	NA	NA	NA	NA	NA	NA	126.926229226242	-0.25
id451	1	26	1	1	Kleinberg & Verschuere (2015) Exp1	0.94375	0.95	0.775	0.94375	0.95	0.775	518.496688740985	555.81578947328	653.419354838514	0.945	2	37.3191007322949	0.00624999999999998	NA	NA	NA	NA	NA	NA	134.92266609753	-0.16875
id452	2	34	1	1	Kleinberg & Verschuere (2015) Exp1	0.861635220125786	0.85	0.725	0.85625	0.85	0.725	579.52058811089	624.92643799976	683.956739286669	0.855	2	45.4058498888701	-0.0116352201257862	NA	NA	NA	NA	NA	NA	104.436151175779	-0.136635220125786
id453	1	50	0	1	Kleinberg & Verschuere (2015) Exp1	0.98125	0.975	0.875	0.98125	0.975	0.875	474.369426751562	484.2307692308	577.114285714248	0.98	2	9.86134247923763	-0.00624999999999998	NA	NA	NA	NA	NA	NA	102.744858962686	-0.10625
id455	1	44	0	1	Kleinberg & Verschuere (2015) Exp1	0.9625	0.975	0.65	0.9625	0.975	0.65	464.824675324675	454.128205128205	620.884615384615	0.965	2	-10.6964701964702	0.0125	NA	NA	NA	NA	NA	NA	156.05994005994	-0.3125
id456	2	55	0	1	Kleinberg & Verschuere (2015) Exp1	0.961538461538462	0.85	0.6	0.9375	0.85	0.6	466.826666666724	543.941176470338	608.041666666547	0.92	2	77.1145098036146	-0.111538461538462	NA	NA	NA	NA	NA	NA	141.214999999823	-0.361538461538462
id457	2	37	0	1	Kleinberg & Verschuere (2015) Exp1	0.96875	1	0.6	0.96875	1	0.6	503.787062252907	505.694847870654	655.47263015848	0.975	2	1.90778561774715	0.03125	NA	NA	NA	NA	NA	NA	151.685567905574	-0.36875
